,Usia,Gender,Gaji,Jumalh-Anak
5052,24,P,5-10jt,5
5053,56,P,1-3jt,1
5054,56,P,1-3jt,5
5055,60,P,1-3jt,2
5056,50,P,1-3jt,2
5057,20,P,3-5jt,4
5058,49,L,3-5jt,5
5059,41,P,5-10jt,2
5060,43,P,1-3jt,4
5061,24,P,5-10jt,3
5062,32,P,1-3jt,4
5063,26,P,5-10jt,5
5064,30,P,5-10jt,5
5065,57,P,3-5jt,3
5066,35,L,5-10jt,5
5067,50,P,5-10jt,4
5068,46,L,5-10jt,6
5069,42,P,3-5jt,4
5070,41,L,3-5jt,4
5071,36,P,1-3jt,0
5072,25,L,1-3jt,6
5073,43,P,1-3jt,5
5074,59,L,1-3jt,4
5075,46,L,3-5jt,4
5076,39,P,3-5jt,6
5077,39,L,1-3jt,4
5078,35,L,5-10jt,5
5079,54,L,1-3jt,4
5080,24,P,1-3jt,2
5081,32,P,5-10jt,5
5082,18,P,5-10jt,4
5083,57,P,5-10jt,5
5084,58,L,5-10jt,3
5085,32,L,1-3jt,5
5086,26,L,3-5jt,5
5087,35,L,3-5jt,1
5088,51,L,1-3jt,3
5089,44,P,1-3jt,3
5090,29,L,1-3jt,0
5091,20,L,5-10jt,2
5092,55,L,5-10jt,1
5093,60,P,1-3jt,5
5094,33,L,3-5jt,4
5095,23,L,3-5jt,4
5096,32,P,5-10jt,3
5097,39,L,5-10jt,3
5098,52,P,3-5jt,1
5099,39,L,5-10jt,3
5100,26,L,5-10jt,1
5101,30,P,5-10jt,5
5102,49,L,3-5jt,0
5103,29,L,1-3jt,3
5104,18,L,3-5jt,5
5105,27,P,5-10jt,6
5106,34,P,3-5jt,1
5107,34,L,5-10jt,0
5108,58,L,1-3jt,4
5109,28,L,5-10jt,1
5110,48,L,3-5jt,5
5111,47,P,3-5jt,0
5112,52,L,5-10jt,4
5113,20,L,1-3jt,1
5114,46,P,5-10jt,0
5115,36,P,3-5jt,6
5116,34,P,3-5jt,6
5117,29,P,5-10jt,5
5118,28,L,5-10jt,3
5119,30,L,5-10jt,4
5120,32,P,1-3jt,1
5121,49,P,3-5jt,5
5122,31,L,5-10jt,6
5123,20,P,3-5jt,2
5124,25,L,3-5jt,5
5125,49,L,1-3jt,5
5126,27,L,3-5jt,1
5127,55,P,5-10jt,1
5128,31,P,5-10jt,2
5129,50,P,5-10jt,1
5130,19,P,1-3jt,3
5131,35,L,3-5jt,2
5132,50,L,1-3jt,0
5133,27,L,1-3jt,6
5134,57,P,5-10jt,3
5135,48,P,3-5jt,1
5136,26,P,1-3jt,0
5137,46,P,1-3jt,2
5138,37,L,3-5jt,4
5139,49,L,5-10jt,6
5140,32,L,5-10jt,3
5141,56,L,3-5jt,2
5142,37,L,5-10jt,5
5143,54,L,3-5jt,6
5144,38,L,1-3jt,1
5145,28,P,3-5jt,6
5146,36,P,1-3jt,4
5147,29,L,1-3jt,1
5148,21,P,1-3jt,5
5149,29,L,3-5jt,4
5150,26,L,1-3jt,1
5151,37,L,1-3jt,0
5152,58,L,5-10jt,5
5153,47,P,5-10jt,6
5154,20,P,5-10jt,3
5155,45,L,1-3jt,5
5156,30,L,1-3jt,6
5157,33,P,5-10jt,1
5158,43,L,5-10jt,6
5159,17,L,3-5jt,5
5160,39,L,3-5jt,0
5161,49,L,5-10jt,6
5162,39,L,3-5jt,4
5163,53,P,1-3jt,5
5164,57,P,5-10jt,5
5165,21,P,1-3jt,5
5166,18,L,3-5jt,5
5167,45,L,1-3jt,5
5168,33,L,5-10jt,2
5169,37,L,1-3jt,3
5170,43,P,5-10jt,1
5171,54,P,3-5jt,5
5172,39,L,1-3jt,4
5173,23,P,3-5jt,5
5174,34,P,5-10jt,3
5175,23,L,3-5jt,2
5176,17,P,5-10jt,3
5177,53,L,3-5jt,0
5178,24,P,1-3jt,0
5179,34,P,5-10jt,1
5180,56,P,3-5jt,4
5181,19,L,5-10jt,2
5182,37,L,3-5jt,6
5183,23,P,5-10jt,0
5184,46,L,1-3jt,2
5185,31,L,3-5jt,5
5186,46,L,1-3jt,0
5187,25,L,5-10jt,2
5188,36,P,3-5jt,0
5189,31,L,5-10jt,4
5190,36,L,3-5jt,3
5191,54,P,5-10jt,6
5192,31,P,3-5jt,2
5193,39,P,1-3jt,1
5194,52,L,3-5jt,0
5195,48,P,5-10jt,6
5196,21,P,1-3jt,4
5197,50,L,1-3jt,5
5198,32,P,1-3jt,3
5199,27,P,1-3jt,6
5200,27,P,1-3jt,0
5201,23,P,1-3jt,3
5202,29,L,3-5jt,3
5203,40,P,1-3jt,3
5204,39,L,3-5jt,6
5205,19,P,5-10jt,3
5206,20,P,5-10jt,1
5207,55,P,3-5jt,3
5208,54,P,5-10jt,5
5209,18,P,3-5jt,3
5210,40,P,1-3jt,4
5211,23,L,5-10jt,0
5212,41,P,3-5jt,2
5213,52,P,3-5jt,2
5214,25,P,3-5jt,0
5215,52,P,3-5jt,4
5216,23,P,1-3jt,3
5217,34,L,1-3jt,6
5218,31,P,1-3jt,1
5219,36,L,5-10jt,1
5220,25,P,3-5jt,1
5221,42,P,3-5jt,2
5222,18,P,5-10jt,6
5223,56,L,1-3jt,3
5224,45,P,3-5jt,2
5225,26,L,5-10jt,1
5226,42,P,3-5jt,3
5227,37,P,5-10jt,6
5228,17,L,3-5jt,1
5229,23,P,3-5jt,3
5230,28,L,5-10jt,6
5231,23,P,5-10jt,4
5232,25,P,1-3jt,5
5233,38,L,5-10jt,1
5234,44,L,5-10jt,1
5235,26,P,5-10jt,1
5236,52,L,3-5jt,1
5237,59,P,3-5jt,5
5238,37,P,3-5jt,1
5239,27,L,1-3jt,3
5240,29,P,1-3jt,1
5241,34,P,1-3jt,1
5242,39,P,3-5jt,6
5243,28,L,1-3jt,2
5244,43,L,5-10jt,6
5245,32,L,5-10jt,5
5246,34,L,1-3jt,4
5247,56,L,1-3jt,0
5248,40,P,5-10jt,2
5249,46,P,1-3jt,5
5250,22,P,5-10jt,6
5251,51,L,1-3jt,6
5252,29,P,3-5jt,3
5253,22,L,1-3jt,5
5254,22,P,3-5jt,5
5255,58,L,3-5jt,3
5256,49,P,3-5jt,0
5257,33,P,3-5jt,6
5258,33,L,5-10jt,4
5259,50,P,5-10jt,0
5260,34,L,1-3jt,4
5261,25,L,5-10jt,6
5262,42,P,1-3jt,3
5263,39,L,1-3jt,1
5264,41,L,5-10jt,3
5265,53,L,3-5jt,5
5266,37,L,1-3jt,3
5267,19,L,1-3jt,1
5268,36,L,3-5jt,0
5269,19,L,3-5jt,0
5270,25,L,5-10jt,4
5271,36,L,5-10jt,0
5272,40,L,3-5jt,0
5273,52,P,1-3jt,4
5274,19,P,1-3jt,1
5275,49,L,3-5jt,5
5276,18,L,1-3jt,3
5277,42,L,1-3jt,4
5278,38,L,5-10jt,4
5279,49,P,3-5jt,3
5280,31,P,5-10jt,3
5281,17,L,1-3jt,3
5282,30,P,3-5jt,0
5283,43,P,3-5jt,4
5284,29,P,3-5jt,1
5285,54,L,3-5jt,0
5286,29,P,3-5jt,2
5287,52,P,5-10jt,1
5288,53,L,5-10jt,5
5289,20,L,5-10jt,2
5290,39,L,1-3jt,3
5291,24,P,3-5jt,5
5292,57,L,1-3jt,0
5293,60,L,1-3jt,6
5294,29,P,3-5jt,2
5295,28,L,3-5jt,4
5296,42,P,3-5jt,1
5297,20,L,3-5jt,0
5298,60,L,1-3jt,5
5299,29,P,3-5jt,4
5300,50,L,5-10jt,2
5301,55,P,3-5jt,5
5302,60,P,1-3jt,2
5303,33,L,1-3jt,2
5304,29,P,1-3jt,0
5305,43,P,5-10jt,4
5306,19,P,5-10jt,1
5307,30,P,3-5jt,3
5308,24,P,5-10jt,2
5309,25,L,1-3jt,3
5310,17,L,3-5jt,3
5311,19,P,1-3jt,2
5312,28,L,1-3jt,4
5313,38,L,1-3jt,6
5314,44,L,5-10jt,6
5315,27,P,1-3jt,4
5316,23,L,3-5jt,4
5317,17,P,5-10jt,6
5318,44,L,3-5jt,2
5319,22,P,1-3jt,4
5320,25,P,1-3jt,4
5321,27,L,5-10jt,2
5322,22,L,1-3jt,6
5323,36,L,5-10jt,5
5324,32,L,3-5jt,0
5325,27,P,3-5jt,4
5326,20,L,3-5jt,0
5327,55,P,3-5jt,1
5328,55,P,1-3jt,1
5329,53,L,3-5jt,1
5330,39,L,5-10jt,2
5331,57,L,3-5jt,4
5332,28,P,3-5jt,5
5333,53,L,1-3jt,6
5334,51,P,1-3jt,2
5335,17,P,5-10jt,2
5336,52,P,3-5jt,3
5337,28,P,1-3jt,3
5338,59,L,1-3jt,4
5339,38,L,1-3jt,0
5340,27,P,1-3jt,5
5341,55,P,3-5jt,3
5342,23,L,3-5jt,1
5343,48,P,1-3jt,6
5344,30,L,5-10jt,2
5345,41,P,1-3jt,5
5346,28,P,3-5jt,0
5347,53,P,1-3jt,6
5348,17,L,1-3jt,3
5349,59,P,3-5jt,1
5350,46,L,3-5jt,5
5351,27,P,5-10jt,3
5352,17,P,5-10jt,4
5353,27,L,1-3jt,2
5354,47,P,3-5jt,4
5355,23,L,5-10jt,3
5356,48,P,1-3jt,0
5357,60,P,5-10jt,0
5358,49,L,5-10jt,3
5359,52,L,1-3jt,1
5360,34,L,5-10jt,1
5361,57,P,3-5jt,0
5362,23,P,3-5jt,5
5363,40,L,1-3jt,2
5364,60,P,5-10jt,5
5365,49,L,1-3jt,4
5366,43,P,5-10jt,1
5367,28,P,3-5jt,4
5368,59,L,5-10jt,3
5369,37,P,3-5jt,6
5370,36,P,1-3jt,5
5371,46,L,3-5jt,3
5372,35,P,1-3jt,1
5373,52,L,5-10jt,4
5374,42,L,5-10jt,1
5375,40,L,5-10jt,3
5376,30,L,3-5jt,3
5377,18,L,5-10jt,3
5378,34,P,5-10jt,6
5379,29,P,3-5jt,1
5380,41,L,5-10jt,4
5381,48,L,1-3jt,4
5382,49,L,5-10jt,1
5383,34,P,5-10jt,2
5384,48,P,3-5jt,0
5385,24,P,1-3jt,6
5386,54,P,5-10jt,4
5387,45,P,1-3jt,2
5388,29,L,5-10jt,0
5389,18,L,1-3jt,4
5390,54,P,3-5jt,1
5391,60,P,5-10jt,3
5392,30,L,3-5jt,3
5393,25,P,1-3jt,1
5394,55,L,5-10jt,4
5395,48,P,3-5jt,3
5396,38,P,1-3jt,1
5397,41,L,3-5jt,2
5398,18,P,1-3jt,2
5399,18,L,3-5jt,4
5400,37,P,3-5jt,3
5401,50,L,5-10jt,2
5402,22,L,3-5jt,0
5403,50,P,1-3jt,5
5404,52,P,1-3jt,5
5405,28,P,1-3jt,0
5406,54,L,1-3jt,3
5407,21,P,1-3jt,6
5408,26,P,1-3jt,4
5409,60,P,5-10jt,6
5410,21,L,1-3jt,1
5411,30,P,5-10jt,3
5412,48,P,1-3jt,6
5413,17,P,5-10jt,0
5414,30,P,3-5jt,3
5415,41,P,5-10jt,2
5416,39,L,3-5jt,1
5417,35,P,1-3jt,5
5418,41,L,5-10jt,3
5419,33,P,1-3jt,5
5420,50,L,3-5jt,2
5421,19,L,5-10jt,5
5422,44,L,1-3jt,4
5423,22,L,5-10jt,2
5424,59,P,5-10jt,4
5425,51,P,5-10jt,1
5426,36,L,5-10jt,6
5427,27,P,5-10jt,6
5428,46,L,5-10jt,5
5429,35,P,3-5jt,4
5430,39,L,5-10jt,2
5431,58,L,3-5jt,3
5432,42,L,3-5jt,2
5433,31,P,3-5jt,1
5434,40,P,3-5jt,2
5435,42,P,1-3jt,1
5436,31,L,1-3jt,0
5437,36,P,5-10jt,3
5438,49,L,3-5jt,1
5439,37,L,1-3jt,6
5440,34,L,5-10jt,4
5441,53,P,1-3jt,4
5442,26,P,3-5jt,2
5443,29,P,5-10jt,6
5444,56,L,5-10jt,1
5445,36,P,3-5jt,6
5446,41,L,3-5jt,0
5447,17,L,1-3jt,6
5448,49,L,1-3jt,3
5449,44,P,5-10jt,3
5450,51,L,5-10jt,1
5451,24,P,3-5jt,6
5452,57,P,5-10jt,2
5453,50,P,5-10jt,4
5454,57,P,1-3jt,2
5455,26,P,5-10jt,0
5456,50,L,5-10jt,5
5457,28,P,5-10jt,5
5458,41,L,5-10jt,5
5459,41,P,3-5jt,6
5460,24,L,5-10jt,2
5461,51,P,3-5jt,3
5462,44,P,3-5jt,1
5463,44,P,3-5jt,0
5464,28,P,1-3jt,0
5465,27,P,3-5jt,0
5466,25,L,5-10jt,1
5467,36,P,5-10jt,1
5468,36,P,1-3jt,1
5469,44,P,1-3jt,6
5470,29,L,5-10jt,0
5471,29,L,5-10jt,5
5472,54,P,3-5jt,4
5473,54,L,3-5jt,6
5474,41,L,1-3jt,5
5475,43,P,1-3jt,6
5476,26,L,1-3jt,6
5477,23,P,3-5jt,4
5478,48,L,5-10jt,6
5479,50,L,3-5jt,6
5480,35,L,1-3jt,1
5481,38,P,5-10jt,0
5482,54,P,1-3jt,6
5483,20,L,1-3jt,5
5484,30,P,1-3jt,4
5485,41,L,1-3jt,4
5486,25,L,5-10jt,5
5487,42,P,1-3jt,5
5488,31,P,5-10jt,4
5489,50,L,1-3jt,4
5490,39,L,3-5jt,4
5491,49,P,1-3jt,5
5492,60,L,1-3jt,6
5493,30,L,3-5jt,2
5494,41,P,5-10jt,5
5495,38,L,3-5jt,4
5496,51,P,5-10jt,2
5497,51,L,3-5jt,4
5498,47,L,3-5jt,0
5499,50,L,1-3jt,5
5500,57,L,5-10jt,5
5501,28,P,5-10jt,3
5502,53,P,1-3jt,6
5503,23,P,3-5jt,2
5504,20,P,3-5jt,0
5505,19,P,3-5jt,5
5506,52,P,3-5jt,3
5507,17,P,3-5jt,1
5508,17,L,1-3jt,1
5509,29,L,1-3jt,5
5510,21,L,3-5jt,2
5511,29,L,1-3jt,2
5512,29,P,1-3jt,3
5513,59,P,5-10jt,0
5514,34,P,3-5jt,3
5515,51,P,3-5jt,4
5516,54,P,5-10jt,4
5517,47,L,5-10jt,0
5518,34,L,5-10jt,6
5519,55,L,5-10jt,6
5520,34,L,5-10jt,1
5521,52,P,3-5jt,0
5522,32,L,1-3jt,0
5523,35,L,5-10jt,2
5524,51,P,5-10jt,0
5525,48,L,3-5jt,5
5526,54,P,3-5jt,4
5527,28,P,1-3jt,4
5528,41,P,1-3jt,2
5529,45,L,3-5jt,5
5530,19,L,1-3jt,2
5531,21,L,1-3jt,0
5532,24,L,1-3jt,3
5533,27,P,3-5jt,6
5534,39,L,1-3jt,5
5535,57,P,1-3jt,5
5536,30,L,1-3jt,3
5537,37,P,5-10jt,4
5538,60,L,3-5jt,5
5539,48,P,3-5jt,1
5540,58,P,3-5jt,5
5541,56,P,5-10jt,5
5542,37,P,3-5jt,0
5543,23,L,3-5jt,2
5544,21,P,5-10jt,5
5545,40,P,1-3jt,5
5546,31,P,1-3jt,0
5547,59,P,1-3jt,3
5548,18,P,5-10jt,2
5549,44,P,3-5jt,6
5550,48,P,1-3jt,5
5551,20,P,5-10jt,0
5552,47,P,5-10jt,1
5553,57,P,1-3jt,6
5554,36,L,5-10jt,1
5555,51,L,5-10jt,6
5556,23,L,3-5jt,5
5557,45,P,5-10jt,0
5558,23,L,1-3jt,3
5559,26,L,1-3jt,6
5560,22,P,5-10jt,0
5561,29,P,1-3jt,5
5562,35,L,1-3jt,0
5563,44,P,3-5jt,1
5564,36,P,1-3jt,3
5565,51,L,3-5jt,2
5566,37,P,3-5jt,1
5567,31,P,3-5jt,4
5568,37,P,5-10jt,3
5569,28,P,1-3jt,3
5570,29,P,3-5jt,4
5571,47,L,1-3jt,4
5572,40,P,1-3jt,0
5573,18,P,5-10jt,2
5574,49,P,5-10jt,3
5575,23,P,3-5jt,0
5576,57,L,3-5jt,1
5577,55,L,5-10jt,5
5578,43,P,3-5jt,2
5579,27,P,5-10jt,0
5580,39,L,5-10jt,0
5581,43,L,3-5jt,6
5582,57,P,5-10jt,6
5583,19,P,5-10jt,4
5584,53,P,1-3jt,0
5585,17,P,1-3jt,4
5586,43,L,1-3jt,0
5587,22,P,3-5jt,6
5588,26,L,3-5jt,2
5589,20,P,5-10jt,2
5590,58,P,5-10jt,0
5591,51,P,3-5jt,6
5592,31,L,3-5jt,6
5593,41,L,3-5jt,1
5594,46,P,5-10jt,5
5595,27,L,1-3jt,5
5596,18,P,3-5jt,4
5597,59,P,5-10jt,6
5598,58,P,1-3jt,1
5599,56,P,3-5jt,3
5600,34,L,3-5jt,3
5601,58,P,3-5jt,0
5602,59,P,5-10jt,2
5603,56,L,3-5jt,5
5604,17,L,5-10jt,1
5605,54,L,1-3jt,5
5606,38,P,5-10jt,0
5607,44,P,1-3jt,1
5608,32,L,3-5jt,6
5609,39,P,3-5jt,5
5610,37,P,3-5jt,1
5611,19,L,3-5jt,1
5612,30,P,1-3jt,6
5613,44,P,3-5jt,0
5614,26,P,5-10jt,4
5615,40,L,3-5jt,5
5616,48,L,3-5jt,2
5617,50,P,3-5jt,4
5618,60,P,3-5jt,4
5619,50,P,5-10jt,1
5620,49,P,3-5jt,2
5621,30,L,3-5jt,2
5622,40,L,1-3jt,6
5623,38,L,3-5jt,6
5624,31,L,5-10jt,0
5625,55,P,3-5jt,1
5626,52,L,5-10jt,4
5627,33,L,1-3jt,2
5628,27,L,1-3jt,5
5629,39,L,5-10jt,0
5630,17,P,1-3jt,3
5631,21,P,3-5jt,3
5632,44,P,3-5jt,5
5633,56,L,3-5jt,2
5634,49,L,3-5jt,0
5635,25,P,1-3jt,3
5636,32,P,1-3jt,1
5637,42,L,3-5jt,0
5638,26,P,5-10jt,0
5639,24,P,5-10jt,0
5640,34,P,5-10jt,4
5641,54,P,1-3jt,0
5642,44,L,3-5jt,5
5643,22,P,1-3jt,6
5644,49,L,1-3jt,2
5645,42,L,1-3jt,3
5646,54,L,3-5jt,2
5647,32,P,5-10jt,1
5648,26,L,3-5jt,0
5649,45,P,1-3jt,0
5650,33,P,3-5jt,4
5651,49,P,3-5jt,2
5652,32,P,1-3jt,2
5653,59,P,3-5jt,2
5654,29,L,3-5jt,6
5655,54,L,1-3jt,6
5656,19,P,5-10jt,5
5657,20,P,1-3jt,1
5658,38,L,1-3jt,0
5659,31,P,1-3jt,5
5660,28,L,1-3jt,0
5661,18,L,5-10jt,1
5662,25,P,5-10jt,4
5663,31,P,3-5jt,1
5664,29,L,3-5jt,3
5665,28,L,1-3jt,6
5666,30,L,3-5jt,3
5667,54,P,1-3jt,0
5668,32,L,3-5jt,5
5669,38,L,3-5jt,4
5670,50,P,1-3jt,3
5671,17,L,1-3jt,6
5672,55,L,3-5jt,6
5673,60,L,1-3jt,3
5674,59,P,1-3jt,3
5675,25,P,3-5jt,3
5676,59,P,3-5jt,6
5677,29,P,1-3jt,1
5678,17,P,3-5jt,4
5679,45,P,5-10jt,1
5680,20,L,1-3jt,3
5681,32,P,5-10jt,4
5682,28,L,1-3jt,0
5683,57,P,3-5jt,5
5684,52,P,3-5jt,6
5685,46,P,3-5jt,0
5686,20,L,3-5jt,0
5687,45,P,1-3jt,2
5688,41,L,1-3jt,5
5689,20,P,1-3jt,6
5690,46,L,3-5jt,2
5691,60,L,1-3jt,1
5692,34,L,5-10jt,1
5693,26,P,3-5jt,2
5694,35,L,3-5jt,1
5695,32,L,3-5jt,1
5696,59,P,5-10jt,3
5697,45,L,3-5jt,3
5698,24,P,1-3jt,2
5699,31,P,1-3jt,1
5700,32,P,3-5jt,4
5701,37,L,3-5jt,6
5702,32,P,1-3jt,6
5703,36,L,5-10jt,4
5704,22,P,5-10jt,4
5705,19,P,1-3jt,4
5706,17,P,1-3jt,4
5707,24,P,1-3jt,2
5708,53,P,5-10jt,3
5709,59,L,5-10jt,4
5710,38,L,5-10jt,0
5711,32,P,5-10jt,0
5712,42,L,5-10jt,4
5713,48,L,5-10jt,4
5714,27,L,1-3jt,3
5715,52,L,1-3jt,3
5716,48,L,1-3jt,4
5717,25,P,5-10jt,6
5718,56,P,5-10jt,4
5719,51,P,1-3jt,6
5720,29,P,3-5jt,4
5721,56,P,5-10jt,0
5722,24,P,5-10jt,6
5723,44,P,5-10jt,4
5724,24,L,1-3jt,5
5725,37,P,3-5jt,6
5726,39,L,5-10jt,2
5727,47,L,1-3jt,6
5728,60,P,5-10jt,6
5729,43,P,3-5jt,0
5730,28,L,3-5jt,6
5731,36,P,3-5jt,5
5732,20,P,5-10jt,6
5733,48,P,3-5jt,1
5734,22,P,5-10jt,1
5735,39,L,5-10jt,4
5736,29,L,3-5jt,2
5737,56,P,1-3jt,3
5738,57,L,1-3jt,6
5739,51,P,5-10jt,4
5740,19,L,3-5jt,4
5741,60,P,3-5jt,0
5742,19,P,3-5jt,3
5743,56,P,1-3jt,2
5744,33,L,1-3jt,4
5745,42,P,1-3jt,2
5746,39,P,3-5jt,0
5747,37,P,1-3jt,6
5748,47,L,3-5jt,3
5749,19,L,1-3jt,2
5750,31,P,3-5jt,3
5751,35,P,5-10jt,2
5752,47,L,5-10jt,1
5753,58,L,5-10jt,6
5754,33,P,5-10jt,4
5755,56,L,1-3jt,0
5756,34,P,5-10jt,6
5757,27,P,5-10jt,6
5758,30,L,5-10jt,3
5759,37,P,3-5jt,5
5760,53,L,5-10jt,1
5761,59,P,1-3jt,6
5762,56,P,5-10jt,4
5763,30,P,3-5jt,6
5764,42,P,3-5jt,5
5765,26,L,5-10jt,0
5766,17,L,3-5jt,0
5767,34,L,1-3jt,1
5768,18,L,1-3jt,0
5769,44,L,1-3jt,0
5770,29,P,3-5jt,5
5771,51,P,5-10jt,0
5772,23,L,3-5jt,2
5773,29,P,3-5jt,1
5774,48,P,1-3jt,5
5775,53,L,3-5jt,3
5776,34,P,5-10jt,3
5777,59,L,5-10jt,6
5778,51,L,3-5jt,0
5779,39,L,1-3jt,0
5780,41,L,5-10jt,3
5781,44,L,3-5jt,4
5782,37,P,5-10jt,0
5783,25,P,5-10jt,0
5784,33,L,5-10jt,4
5785,20,L,1-3jt,2
5786,19,P,1-3jt,2
5787,53,P,3-5jt,2
5788,42,L,5-10jt,1
5789,50,L,1-3jt,5
5790,32,L,1-3jt,2
5791,59,P,1-3jt,1
5792,29,L,5-10jt,0
5793,48,L,5-10jt,6
5794,48,P,3-5jt,5
5795,38,L,3-5jt,4
5796,34,L,1-3jt,1
5797,34,P,3-5jt,6
5798,40,L,3-5jt,0
5799,55,P,5-10jt,1
5800,57,P,5-10jt,5
5801,45,L,3-5jt,5
5802,26,L,1-3jt,2
5803,17,L,3-5jt,2
5804,43,P,3-5jt,6
5805,28,P,3-5jt,1
5806,52,L,1-3jt,3
5807,33,L,5-10jt,6
5808,56,P,3-5jt,5
5809,24,L,5-10jt,1
5810,17,P,5-10jt,4
5811,41,L,1-3jt,5
5812,60,P,3-5jt,3
5813,55,L,1-3jt,4
5814,31,L,5-10jt,2
5815,28,P,1-3jt,0
5816,60,L,3-5jt,2
5817,35,P,3-5jt,1
5818,50,P,1-3jt,5
5819,30,L,5-10jt,3
5820,45,L,5-10jt,2
5821,37,L,5-10jt,6
5822,37,P,1-3jt,2
5823,32,L,3-5jt,1
5824,55,P,5-10jt,6
5825,53,P,5-10jt,4
5826,60,P,1-3jt,4
5827,26,L,3-5jt,5
5828,51,P,1-3jt,2
5829,22,L,5-10jt,1
5830,40,L,1-3jt,5
5831,53,P,3-5jt,5
5832,51,P,1-3jt,6
5833,39,P,1-3jt,2
5834,34,L,1-3jt,3
5835,26,L,3-5jt,3
5836,38,P,1-3jt,1
5837,49,L,5-10jt,0
5838,43,L,3-5jt,5
5839,23,L,1-3jt,3
5840,29,P,3-5jt,3
5841,36,P,1-3jt,6
5842,49,L,1-3jt,5
5843,30,P,5-10jt,4
5844,50,P,1-3jt,5
5845,17,L,3-5jt,2
5846,51,L,5-10jt,1
5847,47,P,5-10jt,5
5848,36,P,5-10jt,2
5849,54,L,5-10jt,5
5850,58,P,1-3jt,5
5851,22,P,3-5jt,4
5852,58,P,5-10jt,4
5853,48,P,3-5jt,4
5854,17,L,3-5jt,5
5855,44,L,5-10jt,1
5856,60,L,5-10jt,3
5857,23,P,1-3jt,5
5858,52,L,5-10jt,3
5859,17,P,1-3jt,2
5860,33,P,5-10jt,4
5861,54,L,3-5jt,2
5862,32,L,3-5jt,1
5863,22,P,1-3jt,5
5864,30,L,1-3jt,3
5865,47,L,5-10jt,4
5866,44,L,1-3jt,6
5867,34,L,3-5jt,2
5868,43,P,3-5jt,4
5869,18,P,5-10jt,3
5870,39,P,1-3jt,3
5871,51,L,1-3jt,5
5872,50,P,3-5jt,6
5873,31,L,1-3jt,3
5874,50,P,5-10jt,5
5875,32,L,1-3jt,2
5876,51,L,3-5jt,1
5877,32,L,5-10jt,3
5878,41,P,3-5jt,5
5879,20,L,5-10jt,1
5880,30,L,5-10jt,2
5881,22,P,5-10jt,2
5882,24,L,5-10jt,0
5883,33,P,3-5jt,3
5884,36,P,5-10jt,6
5885,58,P,3-5jt,3
5886,32,L,3-5jt,0
5887,32,L,1-3jt,3
5888,52,L,3-5jt,5
5889,60,L,1-3jt,1
5890,23,P,5-10jt,2
5891,54,L,1-3jt,0
5892,41,P,5-10jt,1
5893,57,L,1-3jt,6
5894,31,L,5-10jt,4
5895,50,P,5-10jt,1
5896,48,L,1-3jt,6
5897,33,P,5-10jt,1
5898,53,L,1-3jt,6
5899,30,L,3-5jt,4
5900,55,P,1-3jt,1
5901,28,L,3-5jt,0
5902,17,L,3-5jt,2
5903,59,L,5-10jt,0
5904,38,L,3-5jt,5
5905,57,P,3-5jt,3
5906,52,P,1-3jt,5
5907,29,L,3-5jt,4
5908,39,P,1-3jt,4
5909,27,L,1-3jt,2
5910,54,L,3-5jt,1
5911,18,P,1-3jt,2
5912,21,P,1-3jt,3
5913,29,P,5-10jt,3
5914,58,P,5-10jt,1
5915,19,P,5-10jt,3
5916,58,P,1-3jt,4
5917,56,P,1-3jt,5
5918,42,P,1-3jt,6
5919,24,P,5-10jt,1
5920,24,L,5-10jt,0
5921,47,P,5-10jt,4
5922,26,L,1-3jt,5
5923,50,L,5-10jt,6
5924,39,L,5-10jt,6
5925,19,P,3-5jt,4
5926,46,L,1-3jt,5
5927,37,L,3-5jt,3
5928,25,P,1-3jt,5
5929,52,L,1-3jt,3
5930,48,P,1-3jt,4
5931,29,P,5-10jt,1
5932,52,L,3-5jt,6
5933,17,P,5-10jt,6
5934,37,L,3-5jt,0
5935,28,P,1-3jt,3
5936,20,L,1-3jt,4
5937,60,L,5-10jt,1
5938,49,L,3-5jt,5
5939,20,L,5-10jt,2
5940,20,P,5-10jt,2
5941,52,P,5-10jt,0
5942,34,L,5-10jt,5
5943,53,P,5-10jt,3
5944,30,L,3-5jt,3
5945,35,P,3-5jt,0
5946,22,P,1-3jt,2
5947,17,L,1-3jt,0
5948,54,P,1-3jt,0
5949,41,L,5-10jt,1
5950,19,P,3-5jt,5
5951,45,P,3-5jt,5
5952,17,P,5-10jt,3
5953,48,P,3-5jt,0
5954,28,P,5-10jt,0
5955,20,L,3-5jt,2
5956,44,L,3-5jt,5
5957,57,P,1-3jt,2
5958,57,L,3-5jt,6
5959,56,L,3-5jt,2
5960,36,P,1-3jt,5
5961,50,L,1-3jt,2
5962,18,L,3-5jt,0
5963,28,P,3-5jt,6
5964,26,L,5-10jt,3
5965,40,P,5-10jt,6
5966,60,L,1-3jt,4
5967,55,L,5-10jt,3
5968,52,P,1-3jt,1
5969,30,P,1-3jt,3
5970,17,P,1-3jt,0
5971,30,L,5-10jt,2
5972,44,L,3-5jt,3
5973,34,P,1-3jt,2
5974,55,P,5-10jt,5
5975,55,P,3-5jt,4
5976,44,L,3-5jt,3
5977,39,L,3-5jt,1
5978,57,P,5-10jt,4
5979,46,L,3-5jt,4
5980,33,P,1-3jt,4
5981,17,L,5-10jt,5
5982,19,L,5-10jt,2
